,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,
2007Libya,Libya,Rest,2007,23.32583333,46.6807,46.6807,2568.474,1057.7685,1749.3769,1593.4523,8070.4401,7862.6154,461.139,392.3619,0,0,0,0
2007Liechtenstein,Liechtenstein,Rest,2007,6.27925,0.0623,2458.3415,290.1671,877.7962,1593.4523,9065.1803,8701.3603,377.0308,0,0,392.3619,0,0,0
2007Lithuania,Lithuania,Rest,2007,7.854,13.0796,1113.7669,1647.759,2471.2485,8497.9789,1070.4548,7380.5752,1194.5625,0,392.3619,0,0,0,0
2007Luxembourg,Luxembourg,Rest,2007,10.76166667,11.2286,2469.5078,290.1671,877.7962,1593.4523,14807.3444,2959.1962,0,377.0308,0,392.3619,0,0,0
2007Macedonia,Macedonia,Rest,2007,11.90575,9.8127,1865.6985,1770.3567,0,2944.5852,7545.09,8052.786,1194.5625,0,392.3619,0,0,0,0
2007Madagascar,Madagascar,Rest,2007,23.64975,1.81,1.81,398.244,348.6153,1880.3138,1132.2293,9532.4557,2453.0984,1240.1671,0,6309.3655,461.139,0,0
2007Malawi,Malawi,Rest,2007,22.09833333,0.883,0.883,398.244,348.6153,2170.4809,1929.6916,8408.8571,2489.0676,1240.1671,6309.3655,461.139,0,0,0
2007Malaysia,Malaysia,Rest,2007,26.49633333,190.133,567.1638,1351.1329,8042.4613,3362.8003,638.7824,1178.3746,1678.1486,567.2014,0,6203.3031,356.3927,0,0
2007Mali,Mali,Rest,2007,29.20216667,1.0076,1.0076,465.0314,2283.4149,1632.4329,0,9253.9507,7607.985,1743.4205,377.0308,392.3619,0,0,0
2007Malta,Malta,Rest,2007,19.74991667,2.75,831.7543,1919.442,877.7962,1351.1329,9138.5423,7169.0116,2078.3369,0,392.3619,0,0,0,0
2007Mauritania,Mauritania,Rest,2007,28.45191667,1.843,1.843,829.0043,1919.442,705.008,927.4249,9715.0897,7146.846,503.2534,1617.1979,0,392.3619,0,0
2007Mauritius,Mauritius,Rest,2007,24.28433333,3.39,3.39,0,398.244,2228.9291,8206.4058,1929.6916,3865.4604,356.3927,0,567.2014,5742.1641,461.139,0
2007Mexico,Mexico,Top20,2007,21.07933333,461.139,461.139,5742.1641,567.2014,0,356.3927,1678.1486,3613.75,7940.2665,1270.1581,2126.4077,0,0,0
2007Moldova,Moldova,Rest,2007,11.35891667,7.7694,1863.6552,1770.3567,0,10091.4312,1070.4548,7380.5752,1194.5625,0,392.3619,0,0,0,0
2007Mongolia,Mongolia,Rest,2007,2.075583333,13.0079,7159.8539,3336.8728,1880.3138,2116.5005,1357.5919,959.5633,5742.1641,859.383,0,356.3927,0,0,0
2007Montenegro,Montenegro,Rest,2007,11.59508333,2.11,2221.9687,1406.3838,0,2944.5852,7714.0474,8240.2213,838.1698,0,392.3619,0,0,0,0
2007Morocco,Morocco,Rest,2007,18.41966667,47.3354,47.3354,2458.2792,290.1671,877.7962,8657.4545,8959.1179,503.2534,1240.1671,377.0308,0,392.3619,0,0
2007Mozambique,Mozambique,Rest,2007,24.22441667,2.2998,2.2998,398.244,0,1167.9633,2495.2364,9194.4452,1985.8142,1743.4205,0,6770.5045,0,0,0
2007Namibia,Namibia,Rest,2007,21.18058333,2.59,400.834,0,0,348.6153,2004.745,2980.4078,7916.2387,1593.4523,8513.925,0,0,0,0
2007Nepal,Nepal,Rest,2007,15.65708333,2.7302,1353.8631,7676.0269,3112.5189,1555.2663,2535.5419,398.244,567.2014,5742.1641,461.139,356.3927,0,0,0
2007Netherlands,Netherlands,Rest,2007,11.38841667,164.9541,2623.2333,290.1671,877.7962,1593.4523,14807.3444,2959.1962,0,377.0308,0,392.3619,0,0,0
2007New Zealand,New Zealand,Rest,2007,11.08516667,33.3237,33.3237,0,392.3619,0,377.0308,1240.1671,8111.2384,7847.9337,2160.6537,877.7962,290.1671,2458.2792,0
2007Nicaragua,Nicaragua,Rest,2007,26.82308333,4.6238,4.6238,6203.3031,356.3927,567.2014,0,1678.1486,780.1306,2281.8634,2621.2167,8890.3408,377.0308,0,0
2007Niger,Niger,Rest,2007,28.41191667,0.822,0.822,465.0314,2632.0302,927.4249,1707.5256,8740.2983,6770.5045,2120.4513,392.3619,0,0,0,0
2007Nigeria,Nigeria,Rest,2007,27.69008333,90.5136,90.5136,0,2651.6188,1372.8677,1707.5256,1593.4523,13456.2115,2581.5903,392.3619,0,0,0,0
2007Niue,Niue,Rest,2007,25.98975,0.0037,0.0037,0,0,392.3619,0,2581.5903,13456.2115,3300.9779,398.244,1057.7685,2568.474,0,0
2007North Korea,North Korea,Rest,2007,8.511166667,66.3258,1809.7463,8740.2983,377.0308,1351.1329,1875.4244,2710.3814,6203.3031,0,398.244,0,356.3927,0,0
2007Norway,Norway,Rest,2007,1.751583333,37.9705,1667.2454,1119.1714,2122.6332,915.8167,14743.3964,1701.3061,1131.6675,0,392.3619,0,0,0,0
2007Oman,Oman,Rest,2007,28.363,40.7864,918.5826,1641.3,780.1306,10418.4469,2518.6953,0,959.5633,6098.5568,461.139,0,0,0,0
2007Pakistan,Pakistan,Rest,2007,21.69091667,150.6677,2030.9815,348.6153,9345.5646,4263.6313,0,790.6059,567.2014,5742.1641,817.5317,0,0,0,0
2007Palau,Palau,Rest,2007,27.84275,0.2601,0.2601,1617.1979,8042.4613,1351.1329,1593.4523,877.7962,1172.4677,8283.5881,461.139,0,0,356.3927,0
2007Panama,Panama,Rest,2007,27.05941667,7.424,7.424,461.139,6098.5568,567.2014,0,2143.18,315.0992,2281.8634,2621.2167,8890.3408,0,377.0308,0
2007Papua New Guinea,Papua New Guinea,Rest,2007,24.88266667,6.1152,6.1152,392.3619,1617.1979,7650.0994,1351.1329,1593.4523,877.7962,1716.7515,8200.4433,0,356.3927,0,0
2007Paraguay,Paraguay,Rest,2007,23.72666667,4.0304,360.4231,0,0,0,6601.5471,0,3025.4806,638.7824,921.5428,2944.5852,377.0308,8890.2665,0
2007Peru,Peru,Rest,2007,20.19166667,34.6152,34.6152,356.3927,461.139,5742.1641,567.2014,0,2856.5232,290.1671,2471.2485,1632.529,9001.2323,377.0308,0
2007Philippines,Philippines,Rest,2007,27.162,75.8865,75.8865,9267.2973,1743.4948,1593.4523,529.1809,638.7824,3025.4806,398.244,6203.3031,0,0,0,356.3927
2007Poland,Poland,Top20,2007,9.418083333,315.0992,2458.2792,290.1671,877.7962,2944.5852,7714.0474,7883.8286,1194.5625,0,392.3619,0,0,0,0
2007Portugal,Portugal,Rest,2007,15.24108333,60.9148,424.8877,2094.3063,290.1671,877.7962,8259.2105,9357.3619,1743.4205,377.0308,0,0,392.3619,0,0
2007Qatar,Qatar,Rest,2007,28.17041667,50.5863,928.3825,1641.3,1565.7187,9632.8588,1278.5282,1240.1671,959.5633,6098.5568,461.139,0,0,0,0
2007Romania,Romania,Rest,2007,10.86833333,97.4924,1953.3782,1770.3567,0,2944.5852,7714.0474,7883.8286,1194.5625,0,392.3619,0,0,0,0
2007Russia,Russia,Top20,2007,-2.975083333,1593.4523,1593.4523,7146.846,1743.4205,4977.3754,944.2322,5742.1641,853.5009,398.244,356.3927,0,0,0,0
2007Rwanda,Rwanda,Rest,2007,19.76325,0.5533,0.5533,0,1566.2073,3280.8245,528.5876,9473.7218,503.2534,2199.7304,6203.3031,0,0,0,0
2007Saint Lucia,Saint Lucia,Rest,2007,27.58325,0.3847,0.3847,0,6559.6958,567.2014,2143.18,605.2663,746.8593,2122.6332,10241.3994,0,0,769.3927,0
2007Samoa,Samoa,Rest,2007,27.14925,0.1722,0.1722,0,0,392.3619,1240.1671,1341.4232,15049.6638,1707.5256,0,2905.3151,1119.1714,0,0
2007Saudi Arabia,Saudi Arabia,Top20,2007,26.68258333,348.6153,877.7962,290.1671,3280.8245,9268.8859,1278.5282,1240.1671,959.5633,6098.5568,461.139,0,0,0,0
2007Senegal,Senegal,Rest,2007,28.81683333,6.5519,6.5519,0,2143.18,1708.5183,529.1809,6770.5045,2944.5852,7146.846,2120.4513,0,392.3619,0,0
2007Serbia,Serbia,Rest,2007,11.74591667,51.7182,2271.5769,1406.3838,0,2944.5852,7714.0474,7883.8286,1194.5625,0,392.3619,0,0,0,0
2007Seychelles,Seychelles,Rest,2007,27.71258333,0.6412,0.6412,0,2627.1731,290.1671,9453.5684,3017.6552,1240.1671,356.3927,567.2014,5742.1641,461.139,0,0
2007Sierra Leone,Sierra Leone,Rest,2007,26.83741667,0.6412,0.6412,0,829.0043,3022.694,529.1809,6309.3655,3405.7242,7146.846,2120.4513,392.3619,0,0,0
2007Singapore,Singapore,Rest,2007,27.13,39.42,416.4508,0,9393.5942,1769.348,1942.0676,1003.5103,2143.18,0,567.2014,6203.3031,356.3927,0,0
2007Slovakia,Slovakia,Rest,2007,9.478916667,37.5735,1967.2651,818.7547,877.7962,2944.5852,7714.0474,7883.8286,1194.5625,0,392.3619,0,0,0,0
2007Slovenia,Slovenia,Rest,2007,11.46258333,16.4085,1946.1001,818.7547,877.7962,2944.5852,7714.0474,8240.2213,838.1698,0,392.3619,0,0,0,0
2007Solomon Islands,Solomon Islands,Rest,2007,27.32141667,0.1795,0.1795,0,392.3619,2120.4513,7146.846,2944.5852,1028.3404,6271.345,1352.1256,2499.5727,0,0,0
2007Somalia,Somalia,Rest,2007,27.87275,0.6082,0.6082,877.7962,2039.544,1929.6916,9645.9167,503.2534,1988.9217,567.2014,5742.1641,461.139,0,0,0
2007South Africa,South Africa,Top20,2007,17.98625,398.244,398.244,0,0,0,1524.356,3280.8245,8444.8263,1593.4523,7485.5846,1028.3404,0,0,0
2007South Korea,South Korea,Top20,2007,13.29291667,503.2534,1743.4205,7146.846,1970.4831,1351.1329,1560.3252,3025.4806,5742.1641,461.139,398.244,0,356.3927,0,0
2007Spain,Spain,Rest,2007,14.24133333,365.0475,1194.0518,1629.2749,290.1671,877.7962,9610.3434,8006.229,1743.4205,377.0308,0,392.3619,0,0,0
2007Sri Lanka,Sri Lanka,Rest,2007,27.5565,13.7764,1364.9093,0,8401.673,2386.8728,3596.4917,892.5605,0,567.2014,0,6098.5568,461.139,0,0
2007Sudan,Sudan,Rest,2007,27.6475,13.4112,13.4112,638.7824,2458.8725,2277.9645,8740.2983,733.4235,1743.4205,6701.7274,461.139,0,0,0,0
2007Suriname,Suriname,Rest,2007,26.90858333,1.413,1.413,356.3927,0,6203.3031,1924.7933,1498.9313,638.7824,2122.6332,1351.1329,8890.2665,392.3619,377.0308,0
2007Swaziland,Swaziland,Rest,2007,19.615,1.0626,399.3066,0,0,348.6153,2635.5123,2198.0837,8067.7955,2096.7057,1240.1671,6770.5045,0,0,0
2007Sweden,Sweden,Rest,2007,4.080583333,46.4393,1675.7142,1119.1714,2471.2485,9065.1803,7485.5846,461.139,1131.6675,0,392.3619,0,0,0,0
2007Switzerland,Switzerland,Rest,2007,8.55275,43.5232,2501.8024,290.1671,877.7962,1593.4523,14807.3444,2959.1962,377.0308,0,0,392.3619,0,0,0
2007Syria,Syria,Rest,2007,19.0415,62.4063,1230.3696,1565.7187,2243.6934,8740.2983,901.4974,2184.3993,6098.5568,853.5009,0,0,0,0,0
2007Tajikistan,Tajikistan,Rest,2007,5.441166667,3.2676,3.2676,9665.9422,2694.1396,3478.0432,0,1357.8073,0,5742.1641,817.5317,0,0,0,0
2007Tanzania,Tanzania,Rest,2007,22.9255,6.0134,6.0134,398.244,877.7962,2106.3314,1993.2478,9473.7218,895.6153,1240.1671,6309.3655,461.139,0,0,0
2007Thailand,Thailand,Rest,2007,26.63691667,227.2141,227.2141,8875.0097,1743.4205,2863.6104,290.1671,2458.2792,398.244,567.2014,5742.1641,461.139,356.3927,0,0
2007Togo,Togo,Rest,2007,27.86383333,1.3846,1.3846,0,1904.7595,2476.1197,0,1351.1329,15510.8028,880.2842,1240.1671,392.3619,0,0,0
2007Tonga,Tonga,Rest,2007,24.17858333,0.1136,0.1136,0,0,392.3619,1617.1979,964.3924,13456.2115,3300.9779,398.244,877.7962,2748.4463,0,0
2007Trinidad and Tobago,Trinidad and Tobago,Rest,2007,26.898,24.0154,24.0154,356.3927,6203.3031,567.2014,2143.18,315.0992,1037.0264,2122.6332,2591.3,7650.0994,0,769.3927,0
2007Tunisia,Tunisia,Rest,2007,21.15466667,24.9214,853.9257,1919.442,877.7962,0,3342.8292,13812.6042,2204.5595,377.0308,0,392.3619,0,0,0
2007Turkey,Turkey,Top20,2007,12.81533333,290.1671,290.1671,2807.4878,1879.7205,8740.2983,901.4974,2184.3993,6098.5568,853.5009,0,0,0,0,0
2007Turkmenistan,Turkmenistan,Rest,2007,16.30208333,56.289,585.4699,1989.9153,10669.9899,1031.841,1617.1979,965.4454,6134.526,817.5317,0,0,0,0,0
2007Uganda,Uganda,Rest,2007,23.4905,2.8872,2.8872,348.6153,1217.592,3280.8245,528.5876,9473.7218,895.6153,1807.3685,6203.3031,0,0,0,0
2007Ukraine,Ukraine,Rest,2007,10.05541667,315.3846,1706.239,2235.3881,1593.4523,8497.9789,1070.4548,7757.606,817.5317,0,392.3619,0,0,0,0
2007United Arab Emirates,United Arab Emirates,Rest,2007,29.15608333,133.7641,1011.5603,1641.3,1565.7187,9632.8588,2518.6953,0,959.5633,6098.5568,461.139,0,0,0,0
2007United Kingdom,United Kingdom,Top20,2007,9.7975,528.5876,1993.2478,465.0314,290.1671,3038.4499,14240.143,2560.9522,398.244,377.0308,0,392.3619,0,0,0
2007United States of America,United States of America,Top20,2007,9.8375,5742.1641,5742.1641,1028.3404,0,0,2034.5413,2373.5829,2033.5876,8024.6422,1749.3769,769.3927,0,0,0
2007Uruguay,Uruguay,Rest,2007,17.51616667,5.8778,5.8778,356.3927,0,0,859.383,5742.1641,1924.7933,1739.4697,921.5428,1351.1329,1970.4831,8387.0131,503.2534
2007Uzbekistan,Uzbekistan,Rest,2007,13.92833333,113.139,642.3199,1989.9153,10306.017,2635.981,377.0308,965.4454,6134.526,461.139,356.3927,0,0,0,0
2007Venezuela,Venezuela,Rest,2007,25.85408333,148.6166,148.6166,356.3927,6203.3031,0,1459.7619,1565.7187,688.4111,2471.2485,0,10241.3994,392.3619,0,377.0308
2007Vietnam,Vietnam,Rest,2007,24.30216667,109.3727,109.3727,9378.2631,1240.1671,2514.9951,638.7824,1565.7187,1290.8045,567.2014,5742.1641,461.139,0,356.3927,0
2007Yemen,Yemen,Rest,2007,27.31075,20.861,369.4763,819.348,2131.2635,9223.2386,1970.4831,1743.4205,392.3619,923.5941,5742.1641,461.139,0,0,0
2007Zambia,Zambia,Rest,2007,21.8385,1.5975,1.5975,398.244,348.6153,1284.3794,2815.7931,1262.0111,9132.6602,1743.4205,6309.3655,461.139,0,0,0
2007Zimbabwe,Zimbabwe,Rest,2007,21.60425,9.8179,408.0619,0,0,877.7962,3570.9916,1262.0111,9132.6602,503.2534,6982.3312,1028.3404,0,0,0
2008Afghanistan,Afghanistan,Rest,2008,15.2165,4.2026,544.3704,2109.852,9232.3465,4159.3421,0,824.8832,552.9985,5564.6861,852.7187,0,0,0,0
2008Albania,Albania,Rest,2008,13.95516667,4.168,2208.2922,1434.5382,0,3055.2111,7736.028,8161.7389,850.3937,0,394.9608,0,0,0,0
2008Algeria,Algeria,Rest,2008,23.95025,105.905,105.905,2427.94,670.5546,540.1678,3862.8703,13423.7902,989.4015,1527.3097,0,394.9608,0,0,0
2008Andorra,Andorra,Rest,2008,11.97858333,0.5386,2118.1514,600.864,920.1856,0,9172.8957,8588.7467,1666.3175,375.4118,0,394.9608,0,0,0
2008Angola,Angola,Rest,2008,22.28733333,25.2792,25.2792,429.9224,0,1660.9041,3794.7925,0,9297.4311,6474.0665,2179.8783,0,0,0,0
2008Argentina,Argentina,Rest,2008,15.476,183.073,183.073,377.7368,0,0,904.9043,5564.6861,552.9985,2822.9008,1210.7224,1814.7092,1615.9137,8972.4231,0
2008Armenia,Armenia,Rest,2008,9.70675,5.6547,836.3593,1934.0521,3929.1168,7306.1056,1666.3175,1358.3327,5564.6861,1247.6795,0,0,0,0,0
2008Australia,Australia,Top20,2008,22.22591667,394.9608,394.9608,0,375.4118,0,10411.7205,0,2966.0217,290.5368,2582.0147,6816.3286,0,0,0
2008Austria,Austria,Rest,2008,7.801916667,72.2754,2500.2154,290.5368,920.1856,3055.2111,7859.1041,8038.6628,850.3937,0,394.9608,0,0,0,0
2008Azerbaijan,Azerbaijan,Rest,2008,12.3655,29.5951,860.2997,1934.0521,3929.1168,7306.1056,1666.3175,1358.3327,5564.6861,1247.6795,0,0,0,0,0
2008Bahamas,Bahamas,Rest,2008,25.89975,1.4949,1.4949,6039.668,552.9985,377.7368,1667.4311,760.5089,1906.4505,3016.4255,8745.403,0,770.3726,0,0
2008Bahrain,Bahrain,Rest,2008,27.03308333,24.8298,945.0154,1729.8342,1913.5874,9436.3719,1319.7538,1151.8979,947.9593,5942.4229,474.9819,0,0,0,0
2008Bangladesh,Bangladesh,Rest,2008,25.3895,45.853,1485.1504,7306.1056,4577.8286,290.5368,2308.5482,944.275,552.9985,0,5564.6861,852.7187,0,0,0
2008Barbados,Barbados,Rest,2008,27.00383333,1.6195,1.6195,377.7368,6039.668,552.9985,2117.6128,600.864,809.9402,2156.0815,9897.3009,514.4196,0,770.3726,0
2008Belarus,Belarus,Rest,2008,8.13075,60.5431,1164.3957,2154.792,1995.9315,8745.403,2219.316,5994.6085,1228.1305,0,394.9608,0,0,0,0
2008Belgium,Belgium,Rest,2008,10.50491667,107.1052,2535.0452,290.5368,920.1856,1615.9137,14863.0876,2948.9586,0,375.4118,0,394.9608,0,0,0
2008Belize,Belize,Rest,2008,25.52466667,0.436,0.436,6039.668,552.9985,377.7368,0,2117.6128,1926.2409,1442.4347,9170.6332,1834.2582,375.4118,0,0
2008Benin,Benin,Rest,2008,27.69091667,4.5005,4.5005,0,2273.8148,1794.77,377.7368,1439.2974,15514.6858,889.8314,1151.8979,394.9608,0,0,0
2008Bhutan,Bhutan,Rest,2008,12.45633333,0.4177,8745.8207,0,4577.8286,600.864,2512.5736,429.9224,552.9985,5564.6861,474.9819,377.7368,0,0,0
2008Bolivia,Bolivia,Rest,2008,21.189,13.0028,390.7396,0,0,474.9819,5564.6861,1342.474,2068.3869,670.5546,540.1678,3450.1719,8972.4231,375.4118,0
2008Botswana,Botswana,Rest,2008,22.31116667,4.39,434.3124,0,0,380.0178,3079.7368,1995.942,8076.4782,2130.3333,6716.584,1027.9804,0,0,0
2008Brazil,Brazil,Top20,2008,25.41033333,377.7368,377.7368,0,0,0,6469.5904,2670.6113,600.864,920.1856,1615.9137,1834.2582,8972.4231,375.4118,0
2008Bulgaria,Bulgaria,Rest,2008,11.98775,50.8493,1895.4204,1794.0913,0,3055.2111,7306.1056,8213.9245,1228.1305,0,394.9608,0,0,0,0
2008Burkina Faso,Burkina Faso,Rest,2008,28.48958333,1.9163,1.9163,0,2718.4768,1727.8448,0,7003.9835,9949.9997,889.8314,1151.8979,394.9608,0,0,0
2008Burundi,Burundi,Rest,2008,20.56791667,0.1942,0.1942,429.9224,1210.7224,3352.8848,514.3526,9675.1679,909.3804,1151.8979,6592.6665,0,0,0,0
2008Cambodia,Cambodia,Rest,2008,26.89708333,4.1547,4.1547,9120.8148,1666.3175,2931.0601,290.5368,1554.0343,1303.8281,552.9985,5564.6861,474.9819,377.7368,0,0
2008Cameroon,Cameroon,Rest,2008,25.12108333,8.3242,8.3242,0,1910.2118,2158.373,1817.0342,1615.9137,13423.7902,2516.7112,394.9608,0,0,0,0
2008Canada,Canada,Top20,2008,-4.29525,552.9985,552.9985,5564.6861,474.9819,514.3526,3529.5011,9640.6967,920.1856,1439.2974,770.3726,429.9224,0,0,0
2008Cape Verde,Cape Verde,Rest,2008,24.96975,0.469,0.469,0,1701.8242,1394.3894,6914.7941,1027.9804,3055.2111,7306.1056,1666.3175,375.4118,394.9608,0,0
2008Central African Republic,Central African Republic,Rest,2008,25.96866667,0.2528,0.2528,380.0178,2070.3618,3057.5026,0,9299.7561,889.8314,7664.5433,474.9819,0,0,0,0
2008Chad,Chad,Rest,2008,27.7025,0.5093,0.5093,1120.7363,2517.9261,1869.2198,0,9299.7561,7007.516,1626.8798,394.9608,0,0,0,0
2008Chile,Chile,Rest,2008,10.1625,69.1976,69.1976,377.7368,0,0,474.9819,5994.6085,552.9985,2512.5736,980.8818,915.5796,4207.109,514.4196,7306.1056
2008China,China,Top20,2008,7.566083333,7306.1056,7306.1056,4721.5286,915.5796,670.5546,2822.9008,552.9985,429.9224,6039.668,0,0,377.7368,0,0
2008Colombia,Colombia,Rest,2008,25.15391667,61.5414,61.5414,0,6417.4048,552.9985,0,2117.6128,740.2496,2286.4683,1692.0657,9259.8226,394.9608,375.4118,0
2008Comoros,Comoros,Rest,2008,26.18825,0.1063,0.1063,429.9224,380.0178,2270.002,2288.9992,8215.419,3659.968,0,552.9985,5564.6861,474.9819,0,0
2008Congo Dem Republic,Congo Dem Republic,Rest,2008,24.34133333,1.9252,1.9252,429.9224,380.0178,2744.292,1953.65,7683.8424,1991.3255,8178.9629,474.9819,0,0,0,0
2008Costa Rica,Costa Rica,Rest,2008,26.05608333,7.7279,7.7279,474.9819,5942.4229,552.9985,0,1667.4311,760.5089,2336.3729,2586.5031,7701.0664,1439.2974,375.4118,0
2008Croatia,Croatia,Rest,2008,12.97708333,21.8564,1935.4438,804.8894,920.1856,3055.2111,7859.1041,8038.6628,850.3937,0,394.9608,0,0,0,0
2008Cuba,Cuba,Rest,2008,26.05475,26.4842,26.4842,6039.668,552.9985,377.7368,1667.4311,760.5089,1906.4505,2502.0059,7820.5252,1439.2974,770.3726,0,0
2008Cyprus,Cyprus,Rest,2008,20.14475,8.5326,299.0694,2833.773,1953.65,8922.0193,429.9224,2594.7278,5942.4229,869.9427,0,0,0,0,0
2008Czech Republic,Czech Republic,Rest,2008,9.41475,118.2786,2546.2186,290.5368,920.1856,3055.2111,7859.1041,7660.926,1228.1305,0,394.9608,0,0,0,0
2008Denmark,Denmark,Rest,2008,-16.84333333,50.1456,2027.9039,740.7185,920.1856,2168.9122,14310.0891,2141.2994,1183.071,0,394.9608,0,0,0,0
2008Djibouti,Djibouti,Rest,2008,29.33925,0.4983,380.5161,830.7046,1889.4791,2407.6807,9297.4311,514.4196,1924.5955,552.9985,5564.6861,474.9819,0,0,0
2008Dominica,Dominica,Rest,2008,26.66466667,0.1319,0.1319,0,6417.4048,552.9985,2427.94,290.5368,809.9402,2156.0815,10411.7205,0,0,770.3726,0
2008Dominican Republic,Dominican Republic,Rest,2008,26.19925,20.8158,20.8158,5564.6861,852.7187,552.9985,2117.6128,310.3272,1906.4505,1350.108,8972.4231,1439.2974,394.9608,375.4118,0
2008Ecuador,Ecuador,Rest,2008,22.22425,30.4735,30.4735,377.7368,6039.668,0,552.9985,873.9057,1983.9567,290.5368,2536.0993,2061.2783,8745.403,375.4118,0
2008Egypt,Egypt,Rest,2008,23.90791667,192.237,862.7916,2094.2021,873.9057,1869.2198,8922.0193,889.8314,7647.3193,869.9427,0,0,0,0,0
2008El Salvador,El Salvador,Rest,2008,25.24825,6.7885,6.7885,6039.668,0,930.7353,0,1667.4311,760.5089,3488.2708,8740.7108,1834.2582,375.4118,0,0
2008Equatorial Guinea,Equatorial Guinea,Rest,2008,25.76875,4.9432,4.9432,0,1260.1219,2808.4629,1817.0342,0,8922.0193,7482.4979,1546.8587,0,0,0,0
2008Eritrea,Eritrea,Rest,2008,27.59433333,0.452,380.4698,830.7046,2993.3317,1303.8281,8922.0193,889.8314,1924.5955,6117.6846,474.9819,0,0,0,0
2008Estonia,Estonia,Rest,2008,7.267833333,18.163,1122.0156,1614.6242,2536.0993,8745.403,2219.316,5564.6861,1658.0529,0,394.9608,0,0,0,0
2008Ethiopia,Ethiopia,Rest,2008,23.60258333,6.7823,6.7823,920.1856,2609.9383,1977.7583,8922.0193,889.8314,1924.5955,552.9985,5564.6861,474.9819,0,0,0
2008Fiji,Fiji,Rest,2008,25.73016667,0.894,0.894,0,394.9608,0,2041.7293,0,15514.6858,1439.2974,1347.827,1495.2344,1603.2602,0,0
2008Finland,Finland,Rest,2008,3.200916667,56.7134,1160.566,1614.6242,2536.0993,9298.4015,7231.0036,474.9819,1183.071,0,394.9608,0,0,0,0
2008France,France,Top20,2008,13.5815,359.5531,2427.94,290.5368,920.1856,1615.9137,14863.0876,1797.0607,1151.8979,375.4118,0,394.9608,0,0,0
2008Gabon,Gabon,Rest,2008,25.12791667,4.1377,4.1377,0,1260.1219,2808.4629,1817.0342,0,8922.0193,7482.4979,1546.8587,0,0,0,0
2008Gambia,Gambia,Rest,2008,28.34608333,0.3664,0.3664,0,2117.6128,1788.541,540.1678,6592.6665,3055.2111,7306.1056,2041.7293,0,394.9608,0,0
2008Georgia,Georgia,Rest,2008,9.308583333,4.8935,835.5981,1934.0521,3929.1168,7306.1056,1666.3175,1358.3327,5564.6861,1247.6795,0,0,0,0,0
2008Germany,Germany,Top20,2008,9.642166667,793.5254,2427.94,290.5368,920.1856,1615.9137,14863.0876,2948.9586,375.4118,0,394.9608,0,0,0,0
2008Ghana,Ghana,Rest,2008,27.36783333,8.6577,8.6577,0,809.7348,3636.5868,0,1439.2974,15514.6858,889.8314,1151.8979,394.9608,0,0,0
2008Greece,Greece,Rest,2008,16.05491667,100.779,1151.8247,2587.6167,0,3055.2111,7736.028,8161.7389,850.3937,0,394.9608,0,0,0,0
2008Grenada,Grenada,Rest,2008,27.36366667,0.2528,0.2528,377.7368,6039.668,552.9985,2117.6128,310.3272,1100.477,2156.0815,9897.3009,514.4196,0,770.3726,0
2008Guatemala,Guatemala,Rest,2008,23.48208333,11.4958,486.4777,5564.6861,552.9985,377.7368,0,1667.4311,760.5089,3058.3484,9170.6332,1834.2582,375.4118,0,0
2008Guinea,Guinea,Rest,2008,26.28775,2.1874,2.1874,0,809.7348,3096.419,540.1678,7556.982,2090.8956,7306.1056,2041.7293,394.9608,0,0,0
2008Guyana,Guyana,Rest,2008,26.619,1.5572,1.5572,377.7368,0,6039.668,1426.9042,1983.9567,670.5546,2156.0815,0,10411.7205,394.9608,375.4118,0
2008Haiti,Haiti,Rest,2008,26.92716667,2.4702,2.4702,6039.668,377.7368,552.9985,1667.4311,760.5089,1906.4505,1350.108,8972.4231,1439.2974,394.9608,375.4118,0
2008Honduras,Honduras,Rest,2008,25.10783333,8.7704,8.7704,6039.668,0,930.7353,0,2117.6128,310.3272,3488.2708,8740.7108,1834.2582,375.4118,0,0
2008Hungary,Hungary,Rest,2008,11.53108333,53.5276,2257.6518,514.3526,920.1856,3055.2111,7859.1041,7660.926,1228.1305,0,394.9608,0,0,0,0
2008Iceland,Iceland,Rest,2008,2.312916667,2.1896,516.5422,1463.4057,1293.717,8100.7854,7781.0875,3483.3517,429.9224,375.4118,0,394.9608,0,0,0
2008India,India,Top20,2008,24.406,1439.2974,1439.2974,7846.2734,1045.9664,3592.5584,2512.5736,429.9224,0,552.9985,5564.6861,852.7187,0,0,0
2008Indonesia,Indonesia,Top20,2008,26.06525,375.4118,375.4118,0,10806.6813,0,2536.0993,290.5368,1983.9567,873.9057,552.9985,6039.668,0,377.7368,0
2008Iran,Iran,Top20,2008,18.90491667,540.1678,920.1856,1729.8342,9219.693,2130.2663,2471.6517,0,947.9593,5942.4229,474.9819,0,0,0,0
2008Iraq,Iraq,Rest,2008,23.11816667,86.5383,1297.2607,760.5089,3106.7285,8922.0193,944.342,1527.3097,6117.6846,1247.6795,0,0,0,0,0
2008Ireland,Ireland,Rest,2008,10.15875,46.2787,1713.7098,760.5089,290.5368,3089.0978,7003.9835,9825.1418,429.9224,375.4118,0,394.9608,0,0,0
