,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,,,,,,,,,,
Key,Country,Group,Year,Ave Temperature,CO2 (MtCO2),1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,Population,GDP-USD (M US$ (2010)),Smoking Rate,Fertility Rate,Electricity production from Fossil Fuel,Electricity from Nuclear,Govt spend on education as % of GDP,Forest area (sq km),Passenger Road Transport M per km
1979Armenia,Armenia,Rest,1979,10.14641667,12.4881,187.1191,1987.5888,3432.0739,1432.9632,1090.6498,686.9605,4838.1847,573.3402,0,0,0,0,0,3049105,,,2.538,,,,,
1979Australia,Australia,Top20,1979,22.25233333,199.9924,199.9924,0,61.7013,0,2781.7244,0,2431.2441,74.4263,2527.2882,6140.0154,0,0,0,14514000,,,1.907,82.58332138,,5.89384,,152117
1979Austria,Austria,Rest,1979,6.404,58.6956,3091.3843,74.4263,174.9202,2312.2585,1856.0456,6313.0266,253.0338,0,199.9924,0,0,0,0,7549425,259366.1147,,1.6,30.51720278,,5.03816,,53920
1979Azerbaijan,Azerbaijan,Rest,1979,12.48875,46.0465,220.6775,1987.5888,3432.0739,1432.9632,1090.6498,686.9605,4838.1847,573.3402,0,0,0,0,0,6053645,286.4913073,,3.605,,,,,5088
1979Bahamas,Bahamas,Rest,1979,25.48108333,6.925,6.925,5029.5172,423.0824,182.0153,2243.6262,789.0625,2128.5734,1467.7468,1691.0746,0,261.6937,0,0,206032,2066.44073,,2.99,,,,,
1979Bahrain,Bahrain,Rest,1979,26.80808333,7.14,182.0602,332.5377,2401.6362,4118.1628,393.2861,961.2418,623.0748,5020.2,191.3325,0,0,0,0,342798,,,5.036,100,,,,
1979Bangladesh,Bangladesh,Rest,1979,25.71108333,5.8612,263.9726,1432.9632,3381.4184,74.4263,2601.6286,833.2293,423.0824,0,4838.1847,373.3478,0,0,0,79236776,9330.735579,,6.483,75.56203164,,1.13093,,
1979Barbados,Barbados,Rest,1979,26.84416667,0.5972,0.5972,182.0153,5029.5172,423.0824,2617.003,490.112,276.8923,2154.3518,2652.3164,129.408,0,261.6937,0,251177,1690.91197,,2.057,,,,,
1979Belarus,Belarus,Rest,1979,5.87025,89.6689,1629.1654,1667.8232,2128.8626,1691.0746,1513.7322,5040.3615,435.0491,0,199.9924,0,0,0,0,9584000,926014.996,,2.05,,,,,13858
1979Belgium,Belgium,Rest,1979,9.058583333,136.1099,3168.7986,74.4263,174.9202,2054.1471,6952.3417,1666.1744,0,61.7013,0,199.9924,0,0,0,9848382,,,1.69,76.96561025,21.97668818,5.3517,,75760
1979Belize,Belize,Rest,1979,25.49333333,0.2088,0.2088,5029.5172,423.0824,182.0153,0,2617.003,2469.8328,1035.6681,1939.4682,458.1038,61.7013,0,0,141305,2051.341523,,5.992,,,,,
1979Benin,Benin,Rest,1979,27.56066667,0.38,0.38,0,2135.0923,1349.1197,182.0153,258.1114,8939.7099,191.1093,961.2418,199.9924,0,0,0,3618526,1141.229607,,7.018,100,,,,
1979Bhutan,Bhutan,Rest,1979,12.44341667,0.022,1691.0966,0,3381.4184,490.112,2816.9954,202.1768,423.0824,4838.1847,191.3325,182.0153,0,0,0,397390,,,6.601,,,,,
1979Bolivia,Bolivia,Rest,1979,21.03916667,4.1946,186.2099,0,0,191.3325,4838.1847,1114.0221,2543.9258,149.1418,100.2047,2512.2509,2523.613,61.7013,0,5469123,10947.87111,,5.787,28.21075741,,,,
1979Botswana,Botswana,Rest,1979,22.36575,0.9416,203.1184,0,0,74.7155,1294.8821,2352.5643,1694.6569,2183.5551,5799.4265,614.4149,0,0,0,964166,764775.1294,,6.288,,,6.14173,,
1979Brazil,Brazil,Top20,1979,24.94433333,182.0153,182.0153,0,0,0,5231.694,3040.0854,490.112,174.9202,2054.1471,458.1038,2523.613,61.7013,0,118342626,,,4.156,6.640951615,,,,
1979Bulgaria,Bulgaria,Rest,1979,11.01141667,84.953,2072.2526,1294.7356,0,2312.2585,1432.9632,6554.0937,435.0491,0,199.9924,0,0,0,0,8825940,1301.998864,,2.16,70.67782996,19.09293129,,,24892
1979Burkina Faso,Burkina Faso,Rest,1979,28.48233333,0.4067,0.4067,0,3107.115,559.1123,0,5096.2961,4101.5252,191.1093,961.2418,199.9924,0,0,0,6671656,1971.566321,,7.09,,,,,
1979Burundi,Burundi,Rest,1979,20.37625,0.1099,0.1099,202.1768,249.3465,2659.7476,631.0525,3730.8269,329.4004,961.2418,5452.5996,0,0,0,0,4013310,54693.14223,,7.42,,,2.80336,,
1979Cambodia,Cambodia,Rest,1979,27.24758333,0.0293,0.0293,1752.7759,1090.6498,2429.0597,74.4263,1912.8733,1321.9922,423.0824,4838.1847,191.3325,182.0153,0,0,6768724,316640.1767,,5.714,,,,,
1979Cameroon,Cameroon,Rest,1979,24.78691667,1.7855,1.7855,0,1213.4583,2270.7537,440.1267,2054.1471,6694.2303,1343.6836,199.9924,0,0,0,0,8364835,100013.6536,,6.583,5.695746215,,,,
1979Canada,Canada,Top20,1979,-5.00575,423.0824,423.0824,4838.1847,191.3325,631.0525,4455.7833,2780.0546,174.9202,258.1114,261.6937,202.1768,0,0,0,24277000,,,1.754,21.82423213,9.821781627,6.71475,,
1979Cape Verde,Cape Verde,Rest,1979,24.93183333,0.2492,0.2492,0,1675.2075,1613.9228,5215.2817,614.4149,2312.2585,1432.9632,1090.6498,61.7013,199.9924,0,0,282415,20734.82055,,6.473,,,,,
1979Central African Republic,Central African Republic,Rest,1979,25.67658333,0.1026,0.1026,74.7155,1238.9475,2428.6604,0,3669.1256,191.1093,6422.5013,191.3325,0,0,0,0,2218575,11775.69052,,5.954,,,,,
1979Chad,Chad,Rest,1979,27.55133333,0.2015,0.2015,522.5186,2759.5166,460.2882,0,3669.1256,5452.3764,1152.5743,199.9924,0,0,0,0,4420716,,,6.925,,,,,
1979Chile,Chile,Rest,1979,9.79725,21.2942,21.2942,182.0153,0,0,191.3325,5040.3615,423.0824,2816.9954,564.8275,161.906,3273.5003,129.408,1432.9632,11096868,31508.03553,,2.834,32.26154123,,3.48237,,
1979China,China,Top20,1979,7.074083333,1432.9632,1432.9632,3402.9083,161.906,149.1418,3232.6811,423.0824,202.1768,5029.5172,0,0,182.0153,0,0,969005000,6336.832968,,2.753,82.230892,,2.14805,,
1979Colombia,Colombia,Rest,1979,25.20533333,35.4915,35.4915,0,5211.5325,423.0824,0,2617.003,617.8625,2203.2889,1061.4465,1820.4826,199.9924,61.7013,0,27113512,,,4.071,29.09234412,,1.75434,,
1979Comoros,Comoros,Rest,1979,25.922,0.022,0.022,202.1768,74.7155,432.7424,2463.3375,2264.0081,3326.8122,0,423.0824,4838.1847,191.3325,0,0,297447,187270.9734,,7.075,,,,,
1979Congo Dem Republic,Congo Dem Republic,Rest,1979,24.17008333,3.4235,3.4235,202.1768,74.7155,2576.2672,889.1639,1614.9785,2115.8484,6551.9093,191.3325,0,0,0,0,25661884,,,6.506,3.96806194,,,,
1979Costa Rica,Costa Rica,Rest,1979,25.8735,2.6938,2.6938,191.3325,5020.2,423.0824,0,2243.6262,789.0625,2330.7502,1265.57,1632.9556,258.1114,61.7013,0,2326704,168.5886427,,3.622,18.27741612,,,,
1979Croatia,Croatia,Rest,1979,11.77766667,15.2844,2416.9206,705.4788,174.9202,2312.2585,1856.0456,6313.0266,253.0338,0,199.9924,0,0,0,0,4571000,13586.48579,,1.895,,,,,6705
1979Cuba,Cuba,Rest,1979,25.67825,30.9807,30.9807,5029.5172,423.0824,182.0153,2243.6262,789.0625,2128.5734,1338.3388,1562.3712,258.1114,261.6937,0,0,9777290,28360.49504,,1.987,88.70453095,,,,
1979Cyprus,Cyprus,Rest,1979,19.55575,2.9943,77.4206,2576.5564,889.1639,3487.1103,202.1768,1575.4335,5020.2,391.3249,0,0,0,0,0,680011,47805.8211,,2.328,100,,3.35313,,
1979Czech Republic,Czech Republic,Rest,1979,7.750666667,178.3022,3210.9909,74.4263,174.9202,2312.2585,1856.0456,6131.0113,435.0491,0,199.9924,0,0,0,0,10292341,13348.84942,,2.27,95.52576636,,,,
1979Denmark,Denmark,Rest,1979,-18.07166667,64.2618,2723.5737,447.8031,174.9202,2477.2295,6529.2593,1281.9823,445.8934,0,199.9924,0,0,0,0,5116801,,,1.6,99.85979829,,5.58648,,
1979Djibouti,Djibouti,Rest,1979,29.03583333,0.3627,75.0782,174.631,631.4882,2861.4887,3548.8116,129.408,1343.2495,423.0824,4838.1847,191.3325,0,0,0,336085,,,6.596,,,,,
1979Dominica,Dominica,Rest,1979,26.44266667,0.033,0.033,0,5211.5325,423.0824,3032.6887,74.4263,276.8923,2154.3518,2781.7244,0,0,261.6937,0,74925,,,,,,,,
1979Dominican Republic,Dominican Republic,Rest,1979,25.76775,6.5933,6.5933,4838.1847,373.3478,423.0824,2617.003,415.6857,2128.5734,377.097,2523.613,258.1114,199.9924,61.7013,0,5675931,,,4.552,71.48217636,,,,
1979Ecuador,Ecuador,Rest,1979,22.29141667,10.2459,10.2459,182.0153,5029.5172,0,423.0824,1119.8154,2115.0501,74.4263,2229.0673,1290.6422,1691.0746,61.7013,0,7772653,1890.420346,,4.853,76.81491171,,,,
1979Egypt,Egypt,Rest,1979,23.56016667,37.8129,186.9547,2013.078,1119.8154,460.2882,3487.1103,191.1093,6404.5242,391.3249,0,0,0,0,0,43027816,116374.2162,,5.639,43.2238806,,,,
1979El Salvador,El Salvador,Rest,1979,25.34133333,2.2331,2.2331,5029.5172,0,605.0977,0,2243.6262,789.0625,3291.992,1737.2914,458.1038,61.7013,0,0,4501316,1468785.398,,5.237,0.461437047,,,,
1979Equatorial Guinea,Equatorial Guinea,Rest,1979,25.37825,0.0623,0.0623,0,650.2691,2833.9429,440.1267,0,3487.1103,5643.7089,1161.2342,0,0,0,0,247078,8631.374495,,5.817,,,,,
1979Eritrea,Eritrea,Rest,1979,27.16983333,,74.7155,174.631,2170.9847,1321.9922,3487.1103,191.1093,1343.2495,5261.2671,191.3325,0,0,0,0,2318495,311.8482606,,6.658,,,,,
1979Estonia,Estonia,Rest,1979,4.8045,27.1035,1566.6,1567.6185,2229.0673,1691.0746,1513.7322,4838.1847,637.2259,0,199.9924,0,0,0,0,1468333,16826.17237,,2,,,,,3540
1979Ethiopia,Ethiopia,Rest,1979,23.32941667,1.3676,1.3676,174.9202,908.0913,2659.3119,3487.1103,191.1093,1343.2495,423.0824,4838.1847,191.3325,0,0,0,34590226,2012195.536,,7.271,29.87220447,,,,
1979Fiji,Fiji,Rest,1979,25.25108333,0.8391,0.8391,0,199.9924,0,1152.3511,0,8939.7099,258.1114,484.3968,1195.88,1985.9505,0,0,621538,9689.542688,,3.941,,,5.19761,,
1979Finland,Finland,Rest,1979,1.405583333,54.972,1594.4685,1567.6185,2229.0673,2114.157,5928.8345,191.3325,445.8934,0,199.9924,0,0,0,0,4764690,183346.1761,,1.64,55.12065846,17.18013404,4.79335,,41800
1979France,France,Top20,1979,12.83641667,488.7629,3032.6887,74.4263,174.9202,2054.1471,6952.3417,704.9326,961.2418,61.7013,0,199.9924,0,0,0,55130594,295.5398658,,1.87,55.47409437,16.61752658,4.26809,,462500
1979Gabon,Gabon,Rest,1979,24.69375,1.374,1.374,0,650.2691,2833.9429,440.1267,0,3487.1103,5643.7089,1161.2342,0,0,0,0,711533,17568.90685,,5.648,40.38461538,,,,
1979Gambia,Gambia,Rest,1979,28.09925,0.1466,0.1466,0,2617.003,949.0196,100.2047,5452.5996,2312.2585,1432.9632,1152.3511,0,199.9924,0,0,585157,,,6.343,,,,,
1979Georgia,Georgia,Rest,1979,9.565083333,22.1652,196.7962,1987.5888,3432.0739,1432.9632,1090.6498,686.9605,4838.1847,573.3402,0,0,0,0,0,4430200,1516.602969,,2.341,,,,,5734
1979Germany,Germany,Top20,1979,7.901666667,1123.8108,3032.6887,74.4263,174.9202,2054.1471,6952.3417,1666.1744,61.7013,0,199.9924,0,0,0,0,78126350,,,1.38,84.08120229,11.13494577,,,529200
1979Ghana,Ghana,Rest,1979,27.14466667,2.3456,2.3456,0,862.1397,2804.0876,0,258.1114,8939.7099,191.1093,961.2418,199.9924,0,0,0,10550777,5980.812087,,6.605,1.131511529,,2.31135,,
1979Greece,Greece,Rest,1979,15.1565,50.9173,914.4061,2418.5464,0,2312.2585,1635.14,6533.9322,253.0338,0,199.9924,0,0,0,0,9548258,,,2.26,83.86571351,,,,5783
1979Grenada,Grenada,Rest,1979,27.19116667,0.0476,0.0476,182.0153,5029.5172,423.0824,2617.003,415.6857,351.3186,2154.3518,2652.3164,129.408,0,261.6937,0,88568,5749.067977,,4.269,,,,,
1979Guatemala,Guatemala,Rest,1979,23.56525,4.4958,195.8283,4838.1847,423.0824,182.0153,0,2243.6262,789.0625,3089.8152,1939.4682,458.1038,61.7013,0,0,7106145,254548.2893,,6.399,80.67776457,,,,
1979Guinea,Guinea,Rest,1979,25.9315,0.9453,0.9453,0,862.1397,2703.8829,100.2047,5519.3785,2245.4796,1432.9632,1152.3511,199.9924,0,0,0,4457078,165213.8062,,6.5,,,,,
1979Guyana,Guyana,Rest,1979,26.4025,1.5206,1.5206,182.0153,0,5029.5172,1542.8978,2115.0501,149.1418,2154.3518,0,2781.7244,199.9924,61.7013,0,776254,210607.239,,3.915,,,9.37787,,
1979Haiti,Haiti,Rest,1979,26.5265,0.7672,0.7672,5029.5172,182.0153,423.0824,2243.6262,789.0625,2128.5734,377.097,2523.613,258.1114,199.9924,61.7013,0,5566266,36619.34666,,5.97,26.42857143,,,,
1979Honduras,Honduras,Rest,1979,25.18466667,1.7936,1.7936,5029.5172,0,605.0977,0,2617.003,415.6857,3291.992,1737.2914,458.1038,61.7013,0,0,3566665,56153.43363,,6.431,12.92596945,,3.16882,,
1979Hungary,Hungary,Rest,1979,10.27125,85.8219,2561.8844,631.0525,174.9202,2312.2585,1856.0456,6131.0113,435.0491,0,199.9924,0,0,0,0,10704152,62485.49296,,2.01,99.40454342,,,,60122
1979Iceland,Iceland,Rest,1979,0.274083333,1.8923,632.9448,2028.2594,870.8855,7067.252,1624.2957,1530.7765,202.1768,61.7013,0,199.9924,0,0,0,225735,1334058.192,,2.49,1.895093063,,,,
1979India,India,Top20,1979,24.55358333,258.1114,258.1114,1533.1679,210.8431,3560.4826,2816.9954,202.1768,0,423.0824,4838.1847,373.3478,0,0,0,680915804,18579.3924,,4.889,57.1276624,2.55005717,,,
1979Indonesia,Indonesia,Top20,1979,26.06,61.7013,61.7013,0,2981.7168,0,2229.0673,74.4263,2115.0501,1119.8154,423.0824,5029.5172,0,182.0153,0,144053518,8428.07777,,4.557,76.87469763,,,,
1979Iran,Iran,Top20,1979,18.20866667,100.2047,174.9202,332.5377,3834.5994,2685.1996,1354.5279,0,623.0748,5020.2,191.3325,0,0,0,0,37252659,2895103.623,,6.422,75.26587247,,,,
1979Iraq,Iraq,Rest,1979,23.28566667,29.0628,278.4093,789.0625,2501.7376,3487.1103,331.5848,1022.9431,5261.2671,573.3402,0,0,0,0,0,13257799,5997.588667,,6.658,89.82248521,,,,
1979Ireland,Ireland,Rest,1979,8.8925,28.0696,2271.6958,789.0625,74.4263,2652.1497,5096.2961,2896.9608,202.1768,61.7013,0,199.9924,0,0,0,3373750,,,3.21,92.23684211,,5.2818,,
1979Israel,Israel,Rest,1979,20.65775,19.9563,169.0981,2013.078,1377.9268,3487.1103,202.1768,1575.4335,5020.2,391.3249,0,0,0,0,0,3786000,13836.82544,,3.298,100,,6.70473,,
1979Italy,Italy,Top20,1979,12.89816667,373.3768,2401.6362,705.4788,174.9202,2054.1471,2114.157,5351.7848,1214.2756,0,199.9924,0,0,0,0,56317749,155.6766377,,1.73,70.72609344,1.468164627,4.17751,,375590
1979Ivory Coast,Ivory Coast,Rest,1979,26.41408333,3.65,3.65,0,862.1397,2703.8829,100.2047,5096.2961,4101.5252,0,1152.3511,199.9924,0,0,0,7934279,,,7.682,59.86805937,,8.23139,,
1979Jamaica,Jamaica,Rest,1979,26.34033333,7.1136,7.1136,5029.5172,182.0153,423.0824,1119.8154,1912.8733,2128.5734,377.097,2523.613,258.1114,199.9924,61.7013,0,2132690,,,3.839,76.67258733,,,,
1979Japan,Japan,Top20,1979,12.84258333,961.2418,1090.6498,1432.9632,2115.8484,258.1114,300.1971,2742.7732,5891.6569,0,202.1768,0,182.0153,0,0,115870000,,,1.77,74.02603615,12.02600198,5.08363,,428187
1979Jordan,Jordan,Rest,1979,20.50825,3.7714,152.9132,2013.078,1377.9268,3487.1103,202.1768,1152.3511,5443.2824,391.3249,0,0,0,0,0,2299655,,,7.329,100,,5.08173,,
1979Kazakhstan,Kazakhstan,Rest,1979,6.119583333,242.3265,242.3265,2228.7781,4798.4788,1090.6498,61.7013,423.0824,5240.3539,191.3325,182.0153,0,0,0,0,14362417,,,3.019,,,,,
1979Kenya,Kenya,Rest,1979,24.24116667,4.525,4.525,74.7155,376.8078,2659.7476,2064.0157,2115.8484,1472.6575,0,5261.2671,191.3325,0,0,0,15662852,753.413287,,7.538,15.26717557,,,,
1979Kiribati,Kiribati,Rest,1979,27.061,0.0256,0.0256,0,0,191.3325,6422.5013,129.408,3548.8116,182.0153,2917.4233,548.0078,276.8923,0,0,58506,2876.983729,,5.072,,,,,
1979Kuwait,Kuwait,Rest,1979,26.17125,26.1266,275.4731,0,2659.7476,4118.1628,393.2861,961.2418,623.0748,5020.2,191.3325,0,0,0,0,1299683,,,5.452,100,,3.42856,,
1979Kyrgyzstan,Kyrgyzstan,Rest,1979,3.807916667,15.7221,15.7221,3845.4264,694.2355,3639.9461,0,825.2516,4838.1847,191.3325,182.0153,0,0,0,0,3552000,,,4.454,,,,,
1979Laos,Laos,Rest,1979,24.257,0.2235,0.2235,1882.1839,3015.3889,374.9126,490.112,2617.003,625.2592,0,5029.5172,0,182.0153,0,0,3207328,,,6.233,,,,,
1979Latvia,Latvia,Rest,1979,5.19,15.2313,1554.7278,1567.6185,2229.0673,1691.0746,1513.7322,4838.1847,637.2259,0,199.9924,0,0,0,0,2505953,15396.90964,,1.87,,,,,4458
1979Lebanon,Lebanon,Rest,1979,18.60891667,7.3589,156.5007,2501.8409,889.1639,3487.1103,331.5848,1446.0255,5020.2,391.3249,0,0,0,0,0,2602566,,,4.092,66,,,,
1979Lesotho,Lesotho,Rest,1979,14.24641667,,202.1768,0,0,74.7155,432.7424,2645.3528,2264.0081,2183.5551,961.2418,5452.5996,0,0,0,1276663,5375.898482,,5.633,,,,,
1979Liberia,Liberia,Rest,1979,25.89808333,1.9456,1.9456,0,862.1397,2703.8829,100.2047,5096.2961,2668.562,1432.9632,1152.3511,199.9924,0,0,0,1826881,2499.265827,,6.964,,,,,
1979Libya,Libya,Rest,1979,22.78475,14.4338,14.4338,2550.778,731.2572,460.2882,2054.1471,2038.0609,5990.5358,191.3325,199.9924,0,0,0,0,3096729,42601.34358,,7.408,100,,,,
1979Liechtenstein,Liechtenstein,Rest,1979,4.866583333,,3032.6887,74.4263,174.9202,2054.1471,2114.157,6504.3591,61.7013,0,0,199.9924,0,0,0,25447,3315.36039,,,,,,,
1979Lithuania,Lithuania,Rest,1979,5.63075,24.942,1564.4385,1567.6185,2229.0673,1691.0746,552.4904,6001.6033,435.0491,0,199.9924,0,0,0,0,3397842,2713.537483,,2.05,,,,,
1979Luxembourg,Luxembourg,Rest,1979,8.852666667,13.4076,3046.0963,74.4263,174.9202,2054.1471,6952.3417,1666.1744,0,61.7013,0,199.9924,0,0,0,362856,1697.550486,,1.48,88.88888889,,4.25287,,
1979Macedonia,Macedonia,Rest,1979,10.81033333,7.5342,1994.8338,1294.7356,0,2312.2585,1635.14,6351.9169,435.0491,0,199.9924,0,0,0,0,1902719,2432.761704,,2.505,,,,,1875
1979Madagascar,Madagascar,Rest,1979,22.99008333,1.1322,1.1322,202.1768,74.7155,358.3161,509.5044,4292.2675,2365.5704,961.2418,0,5261.2671,191.3325,0,0,8469672,474173.3299,,6.813,,,3.97033,,
1979Malawi,Malawi,Rest,1979,21.57191667,0.6412,0.6412,202.1768,74.7155,432.7424,2401.6362,2307.7323,2383.5475,961.2418,5261.2671,191.3325,0,0,0,5986332,,,7.636,,,,,
1979Malaysia,Malaysia,Rest,1979,26.2565,22.8685,84.5698,258.1114,1762.3636,3115.5936,149.1418,991.2393,2243.6262,423.0824,0,5029.5172,182.0153,0,0,13460201,,,4.12,88.08849172,,5.08761,,
1979Mali,Mali,Rest,1979,28.96241667,0.4287,0.4287,373.3768,2733.7382,559.1123,0,7573.5256,1624.2957,1090.6498,61.7013,199.9924,0,0,0,6956579,,,7.151,,,,,
1979Malta,Malta,Rest,1979,18.67541667,0.89,863.0297,2244.9753,174.9202,258.1114,3689.2871,5572.6904,1214.2756,0,199.9924,0,0,0,0,313342,26258.13466,,2.1,100,,3.15364,,
1979Mauritania,Mauritania,Rest,1979,28.36633333,0.6046,0.6046,862.1397,2244.9753,256.7308,302.3815,7764.8581,1432.9632,129.408,1022.9431,0,199.9924,0,0,1490603,,,6.504,,,,,
1979Mauritius,Mauritius,Rest,1979,23.93658333,0.61,0.61,0,202.1768,433.0316,1769.0832,2401.6362,3775.8494,182.0153,0,423.0824,4838.1847,191.3325,0,949888,,,2.818,76.05633803,,,,
1979Mexico,Mexico,Top20,1979,20.569,191.3325,191.3325,4838.1847,423.0824,0,182.0153,2243.6262,3804.4514,1636.7975,374.9126,521.9895,0,0,0,67709689,4318.249197,,5.064,69.39196263,,,,136766
1979Moldova,Moldova,Rest,1979,9.605916667,22.2496,2009.5492,1294.7356,0,3745.2217,552.4904,6001.6033,435.0491,0,199.9924,0,0,0,0,3366000,419932.1705,,2.462,,,,,3691
1979Mongolia,Mongolia,Rest,1979,0.2745,6.2948,1439.258,3144.7969,358.3161,1750.3396,1493.1922,623.0748,4838.1847,393.5093,0,182.0153,0,0,0,1646291,68793.10973,,6.395,,,,,
1979Montenegro,Montenegro,Rest,1979,10.64133333,,2476.0625,805.9727,0,2312.2585,1856.0456,6313.0266,253.0338,0,199.9924,0,0,0,0,566888,5168.923281,,2.268,,,,,
1979Morocco,Morocco,Rest,1979,17.86033333,14.9641,14.9641,3032.6887,74.4263,174.9202,7699.6063,1882.4071,129.408,961.2418,61.7013,0,199.9924,0,0,19543347,3168.996543,,5.783,67.21243523,,6.31548,,
1979Mozambique,Mozambique,Rest,1979,23.74516667,2.0256,2.0256,202.1768,0,249.3465,1535.9368,3431.5431,2254.1395,1090.6498,0,5452.5996,0,0,0,11554979,137968.5487,,6.499,13.26530612,,,,
1979Namibia,Namibia,Rest,1979,20.88475,,202.1768,0,0,74.7155,1218.786,2428.6604,1694.6569,2054.1471,6543.2494,0,0,0,0,991226,,,6.524,,,,,
1979Nepal,Nepal,Rest,1979,15.38775,0.461,258.5724,1533.1679,2394.3982,1376.9275,2816.9954,202.1768,423.0824,4838.1847,191.3325,182.0153,0,0,0,14566691,,,5.756,11.91709845,,,,
1979Netherlands,Netherlands,Rest,1979,8.885416667,154.943,3187.6317,74.4263,174.9202,2054.1471,6952.3417,1666.1744,0,61.7013,0,199.9924,0,0,0,14038270,189705.9621,,1.56,92.87199057,5.412323157,6.16907,,119800
1979New Zealand,New Zealand,Rest,1979,10.84883333,16.7337,16.7337,0,199.9924,0,61.7013,961.2418,1753.7037,5480.4882,2477.2295,174.9202,74.4263,3032.6887,0,3109000,10785.85072,,2.12,9.011864867,,4.46787,,
1979Nicaragua,Nicaragua,Rest,1979,26.34883333,1.584,1.584,5029.5172,182.0153,423.0824,0,2243.6262,789.0625,2330.7502,1265.57,1891.067,61.7013,0,0,3157355,39404.67285,,6.232,50.16429354,,2.82278,,
1979Niger,Niger,Rest,1979,27.88625,0.48,0.48,373.3768,2808.4537,302.3815,440.1267,3487.1103,5452.5996,1152.3511,199.9924,0,0,0,0,5818506,,,7.812,,,,,
1979Nigeria,Nigeria,Rest,1979,27.09308333,21.9384,21.9384,0,2337.2691,1146.9429,440.1267,2054.1471,6694.2303,1343.6836,199.9924,0,0,0,0,71391290,7675.251131,,6.781,47.35584581,,,,
1979Niue,Niue,Rest,1979,25.29925,0.0037,0.0037,0,0,199.9924,0,1343.6836,6694.2303,2494.2738,202.1768,731.2572,2550.778,0,0,0,3951.639631,,,,,,,
1979North Korea,North Korea,Rest,1979,7.617666667,105.6564,1196.3062,3487.1103,61.7013,258.1114,865.0246,3040.0854,5029.5172,0,202.1768,0,182.0153,0,0,17235666,6745.284916,,2.815,49.36954413,,,,
1979Norway,Norway,Rest,1979,-0.47425,29.8855,2200.4345,936.566,2154.3518,497.7979,6658.6673,1152.5743,445.8934,0,199.9924,0,0,0,0,4072517,61081.7933,,1.75,0.164332988,,,,35906
1979Oman,Oman,Rest,1979,27.07966667,1.89,176.8102,332.5377,789.0625,5730.7365,1354.5279,0,623.0748,5020.2,191.3325,0,0,0,0,1091853,76056.30694,,8.232,100,,,,
1979Pakistan,Pakistan,Rest,1979,20.76308333,24.6738,382.9899,74.7155,3977.2223,3769.3541,0,402.1692,423.0824,4838.1847,373.3478,0,0,0,0,75567682,,,6.561,41.17398053,0.747848173,2.19701,,
1979Palau,Palau,Rest,1979,27.47525,,,1022.9431,1762.3636,258.1114,2054.1471,174.9202,913.1944,7657.3645,191.3325,0,0,182.0153,0,12124,115665.9339,,,,,,,
1979Panama,Panama,Rest,1979,26.652,3.3128,3.3128,191.3325,5020.2,423.0824,0,2617.003,415.6857,2330.7502,1265.57,1891.067,0,61.7013,0,1931389,,,4.002,53.69014085,,3.64255,,
1979Papua New Guinea,Papua New Guinea,Rest,1979,24.70508333,1.7954,1.7954,199.9924,1022.9431,1562.3712,258.1114,2054.1471,174.9202,891.018,7870.8734,0,182.0153,0,0,3213360,,,5.771,,,,,
1979Paraguay,Paraguay,Rest,1979,23.40783333,1.4269,183.4422,0,0,0,5231.694,0,3455.7711,149.1418,300.1971,2312.2585,61.7013,2523.613,0,3094482,,,5.183,30.24602026,,,,
1979Peru,Peru,Rest,1979,20.23316667,20.3845,20.3845,182.0153,191.3325,4838.1847,423.0824,0,3234.8655,74.4263,2229.0673,1161.2342,1820.4826,61.7013,0,16924753,1956.178418,,5.167,25.8851468,,,,
1979Philippines,Philippines,Rest,1979,26.83225,37.3876,37.3876,2585.3143,458.1038,2054.1471,100.2047,149.1418,3455.7711,202.1768,5029.5172,0,0,0,182.0153,46113995,399.0735679,,5.29,78.96504167,,,,
1979Poland,Poland,Top20,1979,7.202833333,415.6857,3032.6887,74.4263,174.9202,2312.2585,1856.0456,6131.0113,435.0491,0,199.9924,0,0,0,0,35247217,,,2.28,98.15011385,,,,
1979Portugal,Portugal,Rest,1979,14.75208333,24.4411,513.204,2543.9258,74.4263,174.9202,7497.4295,2084.5839,1090.6498,61.7013,0,0,199.9924,0,0,9661265,336677.1023,,2.31,28.81787155,,2.69904,,35502
1979Qatar,Qatar,Rest,1979,27.52783333,6.3272,181.2474,332.5377,1912.8733,4606.9257,393.2861,961.2418,623.0748,5020.2,191.3325,0,0,0,0,205313,5121.421012,,5.94,100,,,,
1979Romania,Romania,Rest,1979,9.396666667,186.4913,2173.7909,1294.7356,0,2312.2585,1856.0456,6131.0113,435.0491,0,199.9924,0,0,0,0,22090488,,,2.49,82.53738469,,,,23245
1979Russia,Russia,Top20,1979,-5.904333333,2054.1471,2054.1471,1432.9632,1090.6498,3540.1466,484.7837,4838.1847,391.3249,202.1768,182.0153,0,0,0,0,138027000,404.37121,,1.9,,,,,201877
1979Rwanda,Rwanda,Rest,1979,19.56525,0.2968,0.2968,0,451.5233,2659.7476,631.0525,3730.8269,129.408,1584.3166,5029.5172,0,0,0,0,4968074,1567.285114,,8.462,,,2.44128,,
